mlbam,name,active,address1,address2,postal_code,city,state,country,phone,lat,lon,turf_type,roof_type,left_line,right_line,left,center,right,left_center,right_center,tz_id,tz_offset,tz,retroID
5355,Las Vegas Ballpark,True,1650 South Pavilion Center Drive,,89135,Summerlin,NV,USA,,,,Grass,Open,340.0,340.0,,415.0,,380.0,380.0,America/Los_Angeles,-7,PDT,
5485,Regency Athletic Complex,False,,,,Denver,CO,USA,,,,Grass,Open,,,,,,,,America/Denver,-6,MDT,
5345,SRP Park,True,187 Railroad Ave.,,29841,North Augusta,SC,USA,,33.48481273,-81.97456486,Grass,Open,330.0,318.0,,396.0,,,,America/New_York,-4,EDT,
5510,Sonny Pittaro Field,True,,,,Lawrenceville,NJ,USA,,,,Grass,Open,330.0,330.0,,405.0,,,,America/New_York,-4,EDT,
4977,Giants Baseball Complex,True,,,,Scottsdale,AZ,USA,,,,Grass,Open,,,,,,,,America/Phoenix,-7,MST,
5106,America West Arena,False,,,,Phoenix,AZ,USA,,,,Indoor,Dome,,,,,,,,America/New_York,-4,EDT,
5107,Boston Arena,False,,,,Boston,MA,USA,,,,Indoor,Dome,,,,,,,,America/New_York,-4,EDT,
5108,Boston Garden,False,,,,Boston,MA,USA,,,,Indoor,Dome,,,,,,,,America/New_York,-4,EDT,
5109,Buffalo Memorial Auditorium,False,,,,Buffalo,NY,USA,,,,Indoor,Dome,,,,,,,,America/New_York,-4,EDT,
5110,Omni Coliseum,False,,,,Atlanta,GA,USA,,,,Indoor,Dome,,,,,,,,America/New_York,-4,EDT,
5112,XL Center,False,,,,Hartford,CT,USA,,,,Indoor,Dome,,,,,,,,America/New_York,-4,EDT,
5113,Greensboro Coliseum,False,,,,Raleigh,NC,USA,,,,Indoor,Dome,,,,,,,,America/New_York,-4,EDT,
5114,Chicago Coliseum,False,,,,Chicago,IL,USA,,,,Indoor,Dome,,,,,,,,America/Chicago,-5,CDT,
5115,Chicago Stadium,False,,,,Chicago,IL,USA,,,,Indoor,Dome,,,,,,,,America/New_York,-4,EDT,
5117,McNichols Sports Arena,False,,,,Denver,CO,USA,,,,Indoor,Dome,,,,,,,,America/Denver,-6,MDT,
5118,Met Center,False,,,,Minneapolis,MN,USA,,,,Indoor,Dome,,,,,,,,America/New_York,-4,EDT,
5119,Reunion Arena,False,,,,Dallas,TX,USA,,,,Indoor,Dome,,,,,,,,America/Chicago,-5,CDT,
5120,Detroit Olympia,False,,,,Detroit,MI,USA,,,,Indoor,Dome,,,,,,,,America/New_York,-4,EDT,
5121,Miami Arena,False,,,,Miami,FL,USA,,,,Indoor,Dome,,,,,,,,America/New_York,-4,EDT,
5122,Long Beach Arena,False,,,,Los Angeles,CA,USA,,,,Indoor,Dome,,,,,,,,America/New_York,-4,EDT,
5123,The Forum,False,,,,Los Angeles,CA,USA,,,,Indoor,Dome,,,,,,,,America/Los_Angeles,-7,PDT,
5128,Kemper Arena,False,,,,Kansas City,MO,USA,,,,Indoor,Dome,,,,,,,,America/Chicago,-5,CDT,
5129,McNichols Arena,False,,,,Denver,CO,USA,,,,Indoor,Dome,,,,,,,,America/New_York,-4,EDT,
5130,Continental Airlines Arena,False,,,,Newark,NJ,USA,,,,Indoor,Dome,,,,,,,,America/New_York,-4,EDT,
5131,Nassau Veterans Memorial Coliseum,False,,,,Uniondale,NY,USA,,,,Indoor,Dome,,,,,,,,America/New_York,-4,EDT,
5132,Madison Square Garden (III),False,,,,New York,NY,USA,,,,Indoor,Dome,,,,,,,,America/New_York,-4,EDT,
5134,Spectrum,False,,,,Philadelphia,PA,USA,,,,Indoor,Dome,,,,,,,,America/New_York,-4,EDT,
5135,Civic Arena,False,,,,Pittsburgh,PA,USA,,,,Indoor,Dome,,,,,,,,America/New_York,-4,EDT,
5136,Cow Palace,False,,,,San Jose,CA,USA,,,,Indoor,Dome,,,,,,,,America/Los_Angeles,-7,PDT,
5137,St. Louis Arena,False,,,,St. Louis,MO,USA,,,,Indoor,Dome,,,,,,,,America/New_York,-4,EDT,
5138,Expo Hall,False,,,,Tampa,FL,USA,,,,Indoor,Dome,,,,,,,,America/New_York,-4,EDT,
5139,Thunderdome,False,,,,Tampa,FL,USA,,,,Indoor,Dome,,,,,,,,America/New_York,-4,EDT,
5143,Capital Centre,False,,,,Washington,DC,USA,,,,Indoor,Dome,,,,,,,,America/New_York,-4,EDT,
5144,Phillips Arena,False,1 Philips Drive,,30303,Atlanta,GA,USA,(404) 878-3000,,,Indoor,Dome,,,,,,,,America/New_York,-4,EDT,
5419,Fairfield Properties Ballpark,True,3 Court House Drive ,,11722,Central Islip,NY,USA,(631) 940-3825,,,Grass,Open,325.0,325.0,,400.0,,,,America/New_York,-4,EDT,
5416,Regency Furniture Stadium,True,11765 St. Linus Drive,,20602,Waldorf,MD,USA,(301) 638-9788,,,Grass,Open,310.0,325.0,,400.0,,,,America/New_York,-4,EDT,
5360,Sliwa Stadium,False,,,,Daytona Beach,FL,USA,,29.21081,-81.02283,Grass,Open,330.0,330.0,,400.0,,375.0,375.0,America/New_York,-4,EDT,
5440,Campbell's Field,False,,,,Camden,NJ,USA,,,,Grass,Open,325.0,325.0,,405.0,,,,America/New_York,-4,EDT,
5441,Cooper Park,False,,,,Millersville,PA,USA,,,,Grass,Open,,,,,,,,America/New_York,-4,EDT,
5442,Riverfront Stadium,False,,,,Newark,NJ,USA,,,,Grass,Open,302.0,320.0,,394.0,,364.0,365.0,America/New_York,-4,EDT,
5444,The Ballpark at Harbor Yard,False,,,,Bridgeport,CT,USA,,,,Grass,Open,325.0,325.0,,405.0,,,,America/New_York,-4,EDT,
5350,Maestri Stadium,True,,,,New Orleans,LA,USA,,,,Grass,Open,330.0,330.0,,405.0,,370.0,370.0,America/Chicago,-5,CDT,
5351,Wesley Barrow Stadium,True,,,,New Orleans,LA,USA,,,,Artificial Turf,Open,,,,,,,,America/Chicago,-5,CDT,
5370,Texas Live!,False,,,,Arlington,TX,USA,,,,Indoor,Open,,,,,,,,America/Chicago,-5,CDT,
5400,SEGRA Stadium,True,472 Hay Street,,28301,Fayetteville,NC,USA,,35.05585758,-78.88367869,Grass,Open,319.0,330.0,,400.0,,372.0,382.0,America/New_York,-4,EDT,
5410,Polar Park,True,100 Madison Street,,01608,Worcester,MA,USA,,42.25708981,-71.80118812,Grass,Open,,,,,,,,America/New_York,-4,EDT,
5445,Field of Dreams,True,,,,Dyersville,IA,USA,,42.498241,-91.056486,Grass,Open,335.0,335.0,,400.0,,380.0,380.0,America/Chicago,-5,CDT,
5425,Fredericksburg Baseball Stadium,False,,,,Fredericksburg,VA,USA,,38.30318,-77.46054,Grass,Open,,,,,,,,America/New_York,-4,EDT,
5415,Hodgetown,True,715 South Buchanan Street,,79101,Amarillo,TX,USA,,,,Grass,Open,,,,,,,,America/Chicago,-5,CDT,
5390,Foxwoods Winter Weekend,False,,,,Ledyard,CT,USA,,41.4456,-72.0182,Indoor,Indoor,,,,,,,,America/New_York,-4,EDT,
5465,Morse Stadium,False,,,,Henderson,NV,USA,,,,Grass,Open,,,,,,,,America/Los_Angeles,-7,PDT,
5470,Blair Field,False,,,,Long Beach,CA,USA,,,,Grass,Open,,,,,,,,America/Los_Angeles,-7,PDT,
5471,Boomers Stadium,False,,,,Schaumburg,IL,USA,,,,Grass,Open,,,,,,,,America/Chicago,-5,CDT,
5472,CHS Field,True,360 N. Broadway Street,,55101,St. Paul,MN,USA,,44.95089753,-93.08457165,Grass,Open,,,,,,,,America/Chicago,-5,CDT,
5473,Dedeaux Field,False,,,,Los Angeles,CA,USA,,,,Grass,Open,,,,,,,,America/Los_Angeles,-7,PDT,
5474,Legacy Field at Prasco Park,False,,,,Mason,OH,USA,,,,Artificial Turf,Open,,,,,,,,America/New_York,-4,EDT,
5475,T-Bones Stadium,False,,,,Kansas City,KS,USA,,,,Grass,Open,,,,,,,,America/Chicago,-5,CDT,
5417,Truist Point,True,214 Lindsay Street,,27262,High Point,NC,USA,(336) 888-1000,,,Grass,Open,,,,,,,,America/New_York,-4,EDT,
5418,TD Bank Ballpark,True,860 East Main Street ,,08807,Bridgewater,NJ,USA,(908) 252-0700,40.56082702,-74.55328565,Grass,Open,317.0,315.0,,402.0,,,,America/New_York,-4,EDT,
5420,Clipper Magazine Stadium,True,650 North Prince Street,,17603,Lancaster,PA,USA,(717) 509-4487,,,Grass,Open,320.0,300.0,,400.0,,409.0,363.0,America/New_York,-4,EDT,
5421,Constellation Field,True,1 Stadium Drive,,77498,Sugar Land,TX,USA,(281) 207-9132,29.62275863,-95.64718141,Grass,Open,325.0,348.0,,405.0,,,,America/Chicago,-5,CDT,
5422,PeoplesBank Park,True,5 Brooks Robinson Way,,17401,York,PA,USA,(717) 801-4490,,,Grass,Open,300.0,326.0,,405.0,,,,America/New_York,-4,EDT,
5365,TD Ameritrade Park,False,1200 Mike Fahey Street,,68102,Omaha,NE,USA,(402) 341-1500,41.25861,-95.93779,Grass,Open,335.0,335.0,,408.0,,375.0,375.0,America/Chicago,-5,CDT,
5380,CoolToday Park,True,,,,North Port,FL,USA,,27.04422,-82.23593,Grass,Open,335.0,325.0,385.0,400.0,375.0,,,America/New_York,-4,EDT,
5450,Riverfront Stadium,True,275 S. McLean Blvd,,67213,Wichita,KS,USA,,,,Grass,Open,,,,,,,,America/Chicago,-5,CDT,
5330,Uni-Trade Stadium,True,6320 Sinatra Parkway,,78041,Laredo,TX,USA,(956) 753-6877,,,Grass,Open,335.0,335.0,,405.0,,385.0,385.0,America/Chicago,-5,CDT,
