mlbam,Manager,Tm,bbrefID,HOF,Years,First,Last,W,L,W%,Best,Worst,Ejections
123353,Joe Tinker,CHH,tinkejo01,TRUE,2,1914,1915,173,133,0.565,1,2,6
111011,Joe Birmingham,CLE,birmijo01,FALSE,4,1912,1915,170,191,0.471,3,8,7
122843,George Stovall,KCP,stovage01,FALSE,2,1914,1915,148,156,0.487,4,6,4
118766,Bill McKechnie,NEW,mckecbi01,TRUE,1,1915,1915,54,45,0.545,5,5,3
120529,Bill Phillips,NEW,phillbi02,FALSE,2,1914,1915,114,92,0.553,1,5,0
119879,Rebel Oakes,PBS,oakesre01,FALSE,2,1914,1915,147,145,0.503,3,7,3
112352,Fred Clarke,PIT,clarkfr01,TRUE,16,1900,1915,1422,969,0.595,1,7,29
116685,Fielder Jones,SLI,jonesfi01,FALSE,2,1914,1915,99,93,0.516,2,8,5
119928,Hank O'Day,CHC,o'dayha01,TRUE,1,1914,1914,78,76,0.506,4,4,0
111886,Jimmy Callahan,CHW,callani01,FALSE,5,1903,1914,309,329,0.484,3,7,11
112183,Frank Chance,NYY,chancfr01,TRUE,2,1913,1914,117,168,0.411,6,7,5
120344,Roger Peckinpaugh,NYY,peckiro01,FALSE,1,1914,1914,10,10,0.5,6,6,0
114726,Doc Gessler,PBS,gessldo01,FALSE,1,1914,1914,3,8,0.273,7,7,0
113466,Red Dooin,PHI,dooinre01,FALSE,5,1910,1914,392,370,0.514,2,6,21
111577,Mordecai Brown,SLI,brownmo01,TRUE,1,1914,1914,50,63,0.442,8,8,1
122843,George Stovall,BAL,stovage01,FALSE,2,1912,1913,91,158,0.365,7,8,3
122639,Jake Stahl,BOS,stahlja01,FALSE,2,1912,1913,144,88,0.621,1,4,4
123353,Joe Tinker,CIN,tinkejo01,TRUE,1,1913,1913,64,89,0.418,7,7,7
112991,Bill Dahlen,LAD,dahlebi01,FALSE,4,1910,1913,251,355,0.414,6,7,36
117158,Johnny Kling,ATL,klingjo01,FALSE,1,1912,1912,52,101,0.34,8,8,3
123864,Bobby Wallace,BAL,wallabo01,TRUE,2,1911,1912,57,134,0.298,7,8,0
112183,Frank Chance,CHC,chancfr01,TRUE,8,1905,1912,768,389,0.664,1,3,10
119928,Hank O'Day,CIN,o'dayha01,TRUE,1,1912,1912,75,78,0.49,4,4,0
113111,Harry Davis,CLE,davisha01,FALSE,1,1912,1912,54,71,0.432,5,5,1
124522,Harry Wolverton,NYY,wolveha01,FALSE,1,1912,1912,50,102,0.329,8,8,4
111433,Roger Bresnahan,STL,bresnro01,TRUE,4,1909,1912,255,352,0.42,5,7,23
123188,Fred Tenney,ATL,tennefr02,FALSE,4,1905,1911,202,402,0.334,7,8,8
113461,Patsy Donovan,BOS,donovpa01,FALSE,2,1910,1911,159,147,0.52,4,5,1
113598,Hugh Duffy,CHW,duffyhu01,TRUE,2,1910,1911,145,159,0.477,4,6,0
115150,Clark Griffith,CIN,griffcl01,TRUE,3,1909,1911,222,238,0.483,4,6,18
118738,Deacon McGuire,CLE,mcguide01,FALSE,3,1909,1911,91,117,0.438,3,6,0
122843,George Stovall,CLE,stovage01,FALSE,1,1911,1911,74,62,0.544,3,3,2
118502,Jimmy McAleer,MIN,mcaleji01,FALSE,2,1910,1911,130,175,0.426,7,7,1
112216,Hal Chase,NYY,chaseha01,FALSE,2,1910,1911,86,80,0.518,2,6,0
117416,Fred Lake,ATL,lakefr01,FALSE,1,1910,1910,53,100,0.346,8,8,2
119926,Jack O'Connor,BAL,o'conja01,FALSE,1,1910,1910,47,107,0.305,8,8,1
122651,George Stallings,NYY,stallge01,FALSE,2,1909,1910,152,136,0.528,2,5,0
111289,Frank Bowerman,ATL,bowerfr01,FALSE,1,1909,1909,22,54,0.289,8,8,0
122403,Harry Smith,ATL,smithha03,FALSE,1,1909,1909,23,54,0.299,8,8,1
118502,Jimmy McAleer,BAL,mcaleji01,FALSE,8,1902,1909,551,632,0.466,2,8,5
117416,Fred Lake,BOS,lakefr01,FALSE,2,1908,1909,110,80,0.579,3,5,0
122974,Billy Sullivan,CHW,sullibi03,FALSE,1,1909,1909,78,74,0.513,4,4,0
117414,Nap Lajoie,CLE,lajoina01,TRUE,5,1905,1909,377,309,0.55,2,6,3
118000,Harry Lumley,LAD,lumleha01,FALSE,1,1909,1909,55,98,0.359,6,6,1
492630,Joe Cantillon,MIN,cantijo99,FALSE,3,1907,1909,158,297,0.347,7,8,3
492668,Billy Murray,PHI,murrabi99,FALSE,3,1907,1909,240,214,0.529,3,5,2
116926,Joe Kelley,ATL,kellejo01,TRUE,1,1908,1908,63,91,0.409,6,6,7
118738,Deacon McGuire,BOS,mcguide01,FALSE,2,1907,1908,98,123,0.443,5,7,6
116685,Fielder Jones,CHW,jonesfi01,FALSE,5,1904,1908,426,293,0.592,1,3,20
114572,John Ganzel,CIN,ganzejo01,FALSE,1,1908,1908,73,81,0.474,5,5,3
113461,Patsy Donovan,LAD,donovpa01,FALSE,3,1906,1908,184,270,0.405,5,7,2
115150,Clark Griffith,NYY,griffcl01,TRUE,6,1903,1908,419,370,0.531,2,8,23
113790,Kid Elberfeld,NYY,elberki01,FALSE,1,1908,1908,27,71,0.276,8,8,4
580248,John McCloskey,STL,mcclojo99,FALSE,3,1906,1908,153,304,0.335,7,8,1
123567,Bob Unglaub,BOS,unglabo01,FALSE,1,1907,1907,9,20,0.31,7,7,1
124692,Cy Young,BOS,youngcy01,TRUE,1,1907,1907,3,3,0.5,7,7,0
492653,George Huff,BOS,huffge99,FALSE,1,1907,1907,2,6,0.25,7,7,0
115424,Ned Hanlon,CIN,hanlone01,TRUE,2,1906,1907,130,174,0.428,6,6,0
122638,Chick Stahl,BOS,stahlch01,FALSE,1,1906,1906,14,26,0.35,8,8,0
112511,Jimmy Collins,BOS,colliji01,TRUE,6,1901,1906,455,376,0.548,1,8,6
492615,Bill Armour,DET,armoubi99,FALSE,2,1905,1906,150,152,0.497,3,6,3
122639,Jake Stahl,MIN,stahlja01,FALSE,2,1905,1906,119,182,0.395,7,7,6
113598,Hugh Duffy,PHI,duffyhu01,TRUE,3,1904,1906,206,251,0.451,4,8,6
0,Frank Selee,CHC,seleefr99,TRUE,4,1902,1905,280,213,0.568,2,5,0
116926,Joe Kelley,CIN,kellejo01,TRUE,4,1902,1905,275,230,0.545,3,5,18
111353,Bill Bradley,CLE,bradlbi01,FALSE,1,1905,1905,20,21,0.488,5,5,1
115424,Ned Hanlon,LAD,hanlone01,TRUE,7,1899,1905,511,488,0.512,1,8,0
111720,Jimmy Burke,STL,burkeji01,FALSE,1,1905,1905,34,56,0.378,6,6,1
119761,Kid Nichols,STL,nichoki01,TRUE,2,1904,1905,80,88,0.476,5,6,0
0,Stan Robison,STL,robisst99,FALSE,1,1905,1905,19,31,0.38,6,6,0
492625,Al Buckenberger,ATL,buckeal99,FALSE,3,1902,1904,186,242,0.435,3,7,0
492615,Bill Armour,CLE,armoubi99,FALSE,3,1902,1904,232,195,0.543,3,5,0
117959,Bobby Lowe,DET,lowebo01,FALSE,1,1904,1904,30,44,0.405,7,7,0
0,Ed Barrow,DET,barroed99,TRUE,2,1903,1904,97,117,0.453,5,7,1
117133,Malachi Kittridge,MIN,kittrma01,FALSE,1,1904,1904,1,16,0.059,8,8,0
113461,Patsy Donovan,MIN,donovpa01,FALSE,1,1904,1904,37,97,0.276,8,8,0
117866,Tom Loftus,MIN,loftuto01,FALSE,2,1902,1903,104,169,0.381,6,8,1
124767,Charles Zimmer,PHI,zimmech01,FALSE,1,1903,1903,49,86,0.363,7,7,0
113461,Patsy Donovan,STL,donovpa01,FALSE,3,1901,1903,175,236,0.426,4,8,1
115150,Clark Griffith,CHW,griffcl01,TRUE,2,1901,1902,157,113,0.581,1,4,15
118860,Bid McPhee,CIN,mcphebi01,TRUE,2,1901,1902,79,124,0.389,4,8,0
492616,Frank Bancroft,CIN,bancrfr99,FALSE,1,1902,1902,9,7,0.563,4,4,0
113675,Frank Dwyer,DET,dwyerfr01,FALSE,1,1902,1902,52,83,0.385,7,7,0
492692,Bill Shettsline,PHI,shettbi99,FALSE,5,1898,1902,367,303,0.548,2,7,0
122394,Heinie Smith,SFG,smithhe01,FALSE,1,1902,1902,5,27,0.156,8,8,0
492639,Horace Fogel,SFG,fogelho99,FALSE,1,1902,1902,18,23,0.439,8,8,0
0,Frank Selee,ATL,seleefr99,TRUE,12,1890,1901,1004,649,0.607,1,6,0
113598,Hugh Duffy,BAL,duffyhu01,TRUE,1,1901,1901,48,89,0.35,8,8,3
117866,Tom Loftus,CHC,loftuto01,FALSE,2,1900,1901,118,161,0.423,6,6,0
118502,Jimmy McAleer,CLE,mcaleji01,FALSE,1,1901,1901,54,82,0.397,7,7,0
122651,George Stallings,DET,stallge01,FALSE,1,1901,1901,74,61,0.548,3,3,0
118244,Jim Manning,MIN,manniji01,FALSE,1,1901,1901,61,72,0.459,6,6,0
113106,George Davis,SFG,davisge01,TRUE,3,1895,1901,107,139,0.435,7,9,4
110160,Bob Allen,CIN,allenbo01,FALSE,1,1900,1900,62,77,0.446,7,7,0
113959,Buck Ewing,SFG,ewingbu01,TRUE,1,1900,1900,21,41,0.339,8,8,0
492648,Louie Heilbroner,STL,heilblo99,FALSE,1,1900,1900,23,25,0.479,5,5,0
123170,Patsy Tebeau,STL,tebeapa01,FALSE,2,1899,1900,126,117,0.519,5,5,1
118726,John McGraw,BLO,mcgrajo01,TRUE,1,1899,1899,86,62,0.581,4,4,5
111758,Tom Burns,CHC,burnsto01,FALSE,2,1898,1899,160,138,0.537,4,8,0
113959,Buck Ewing,CIN,ewingbu01,TRUE,5,1895,1899,394,297,0.57,3,8,1
120845,Joe Quinn,CLV,quinnjo02,FALSE,1,1899,1899,12,104,0.103,12,12,0
112867,Lave Cross,CLV,crossla01,FALSE,1,1899,1899,8,30,0.211,12,12,2
112352,Fred Clarke,LOU,clarkfr01,TRUE,3,1897,1899,180,212,0.459,9,11,6
123979,Bill Watkins,PIT,watkibi01,FALSE,2,1898,1899,79,91,0.465,7,8,0
113461,Patsy Donovan,PIT,donovpa01,FALSE,2,1897,1899,129,129,0.5,7,8,2
0,Fred Hoey,SFG,hoeyfr99,FALSE,1,1899,1899,31,55,0.36,10,10,0
557547,John Day,SFG,dayjo99,FALSE,1,1899,1899,29,35,0.453,10,10,0
116406,Arthur Irwin,WAS,irwinar01,FALSE,3,1892,1899,110,177,0.383,7,12,0
115424,Ned Hanlon,BLO,hanlone01,TRUE,7,1892,1898,555,369,0.601,1,12,0
123170,Patsy Tebeau,CLV,tebeapa01,FALSE,8,1891,1898,579,436,0.57,1,6,15
110599,Billy Barnie,LAD,barnibi01,FALSE,2,1897,1898,76,91,0.455,7,10,0
492637,Charlie Ebbets,LAD,ebbetch99,FALSE,1,1898,1898,38,68,0.358,10,10,0
115143,Mike Griffin,LAD,griffmi01,FALSE,1,1898,1898,1,3,0.25,10,10,0
122651,George Stallings,PHI,stallge01,FALSE,2,1897,1898,74,104,0.416,6,10,0
116779,Bill Joyce,SFG,joycebi01,FALSE,3,1896,1898,179,122,0.595,3,7,6
110284,Cap Anson,SFG,ansonca01,TRUE,1,1898,1898,9,13,0.409,7,7,1
0,Tim Hurst,STL,hurstti99,FALSE,1,1898,1898,39,111,0.26,12,12,0
118738,Deacon McGuire,WAS,mcguide01,FALSE,1,1898,1898,21,47,0.309,11,11,0
113528,Jack Doyle,WAS,doyleja01,FALSE,1,1898,1898,8,9,0.471,11,11,0
111595,Tom Brown,WAS,brownto01,FALSE,2,1897,1898,64,72,0.471,6,11,2
110284,Cap Anson,CHC,ansonca01,TRUE,19,1879,1897,1282,932,0.579,1,9,6
121383,Jim Rogers,LOU,rogerji01,FALSE,1,1897,1897,17,24,0.415,11,11,1
115366,Bill Hallman,STL,hallmbi01,FALSE,1,1897,1897,13,36,0.265,12,12,1
0,Chris Von Der Ahe,STL,vondech99,FALSE,3,1895,1897,3,14,0.176,11,12,0
119777,Hugh Nicol,STL,nicolhu01,FALSE,1,1897,1897,8,32,0.2,12,12,0
113508,Tommy Dowd,STL,dowdto01,FALSE,2,1896,1897,31,60,0.341,11,12,0
492689,Gus Schmelz,WAS,schmegu99,FALSE,4,1894,1897,155,270,0.365,6,11,0
114346,Dave Foutz,LAD,foutzda01,FALSE,4,1893,1896,264,257,0.507,5,10,0
118742,Bill McGunnigle,LOU,mcgunbi01,FALSE,1,1896,1896,36,76,0.321,12,12,1
580248,John McCloskey,LOU,mcclojo99,FALSE,2,1895,1896,37,113,0.247,12,12,2
119661,Billy Nash,PHI,nashbi01,FALSE,1,1896,1896,62,68,0.477,8,8,0
118082,Connie Mack,PIT,mackco01,TRUE,3,1894,1896,149,134,0.527,6,7,1
116406,Arthur Irwin,SFG,irwinar01,FALSE,1,1896,1896,36,53,0.404,7,7,0
117528,Arlie Latham,STL,lathaar01,FALSE,1,1896,1896,0,3,0,11,11,0
492636,Harry Diddlebock,STL,diddlha99,FALSE,1,1896,1896,7,10,0.412,11,11,0
112589,Roger Connor,STL,connoro01,TRUE,1,1896,1896,8,37,0.178,11,11,0
116406,Arthur Irwin,PHI,irwinar01,FALSE,2,1894,1895,149,110,0.575,3,4,0
492700,Harvey Watkins,SFG,watkiha99,FALSE,1,1895,1895,18,17,0.514,9,9,0
113528,Jack Doyle,SFG,doyleja01,FALSE,1,1895,1895,32,31,0.508,9,9,2
492625,Al Buckenberger,STL,buckeal99,FALSE,1,1895,1895,16,34,0.32,11,11,0
120845,Joe Quinn,STL,quinnjo02,FALSE,1,1895,1895,11,28,0.282,11,11,0
0,Lou Phelan,STL,phelale99,FALSE,1,1895,1895,11,30,0.268,11,11,0
112539,Charlie Comiskey,CIN,comisch01,TRUE,3,1892,1894,202,206,0.495,4,10,1
110599,Billy Barnie,LOU,barnibi01,FALSE,2,1893,1894,86,169,0.337,11,12,0
492625,Al Buckenberger,PIT,buckeal99,FALSE,3,1892,1894,187,144,0.565,2,7,0
123921,John Ward,SFG,wardjo01,TRUE,3,1884,1894,162,116,0.583,2,5,1
119077,Doggie Miller,STL,milledo01,FALSE,1,1894,1894,56,76,0.424,9,9,1
124617,Harry Wright,PHI,wrighha01,TRUE,10,1884,1893,636,566,0.529,2,6,0
123979,Bill Watkins,STL,watkibi01,FALSE,1,1893,1893,57,75,0.432,10,10,0
120054,Jim O'Rourke,WAS,o'rouji01,TRUE,1,1893,1893,40,89,0.31,12,12,0
123646,George Van Haltren,BLO,vanhage01,FALSE,1,1892,1892,1,10,0.091,12,12,0
492699,John Waltz,BLO,waltzjo99,FALSE,1,1892,1892,2,6,0.25,12,12,0
123921,John Ward,LAD,wardjo01,TRUE,2,1891,1892,156,135,0.536,2,6,1
120494,Fred Pfeffer,LOU,pfefffr01,FALSE,1,1892,1892,42,56,0.429,9,11,0
112200,Jack Chapman,LOU,chapmja01,FALSE,4,1889,1892,164,166,0.497,1,11,0
111758,Tom Burns,PIT,burnsto01,FALSE,1,1892,1892,27,32,0.458,4,6,0
492681,Pat Powers,SFG,powerpa99,FALSE,1,1892,1892,71,80,0.47,6,10,0
112072,Bob Caruthers,STL,carutbo01,FALSE,1,1892,1892,16,32,0.333,11,11,0
122871,Cub Stricker,STL,striccu01,FALSE,1,1892,1892,6,17,0.261,9,9,0
114972,George Gore,STL,gorege01,FALSE,1,1892,1892,6,9,0.4,11,11,0
112857,Jack Crooks,STL,crookja01,FALSE,1,1892,1892,27,33,0.45,9,11,0
114846,Jack Glasscock,STL,glassja01,FALSE,1,1892,1892,1,3,0.25,9,9,0
110599,Billy Barnie,WAS,barnibi01,FALSE,1,1892,1892,0,2,0,7,7,0
121155,Danny Richardson,WAS,richada01,FALSE,1,1892,1892,12,31,0.279,12,12,0
110599,Billy Barnie,BLO,barnibi01,FALSE,9,1883,1891,470,548,0.462,3,8,0
116406,Arthur Irwin,BRS,irwinar01,FALSE,1,1891,1891,93,42,0.689,1,1,0
117866,Tom Loftus,CIN,loftuto01,FALSE,2,1890,1891,133,136,0.494,4,7,0
116953,King Kelly,CKK,kellyki01,TRUE,1,1891,1891,43,57,0.43,7,7,0
492689,Gus Schmelz,CLS,schmegu99,FALSE,2,1890,1891,99,89,0.527,2,6,0
492658,Bob Leadley,CLV,leadlbo99,FALSE,2,1890,1891,57,67,0.46,5,7,0
492634,Charlie Cushman,MLA,cushmch99,FALSE,1,1891,1891,21,15,0.583,3,3,0
0,Bill Sharsig,PHQ,sharsbi99,FALSE,1,1891,1891,6,11,0.353,4,4,0
124531,George Wood,PHQ,woodge01,FALSE,1,1891,1891,67,55,0.549,4,4,0
118742,Bill McGunnigle,PIT,mcgunbi01,FALSE,1,1891,1891,24,33,0.421,8,8,0
115424,Ned Hanlon,PIT,hanlone01,TRUE,2,1889,1891,57,65,0.467,5,8,2
492669,Jim Mutrie,SFG,mutriji99,FALSE,7,1885,1891,529,345,0.605,1,6,0
112539,Charlie Comiskey,STL,comisch01,TRUE,8,1883,1891,562,272,0.674,1,4,0
122052,Dan Shannon,WAS,shannda01,FALSE,1,1891,1891,15,34,0.306,8,8,0
122501,Pop Snyder,WAS,snydepo01,FALSE,1,1891,1891,23,46,0.333,8,8,0
123476,Sam Trott,WAS,trottsa01,FALSE,1,1891,1891,4,7,0.364,9,9,0
115148,Sandy Griffin,WAS,griffsa01,FALSE,1,1891,1891,2,4,0.333,8,8,0
121505,Jack Rowe,BFB,roweja01,FALSE,1,1890,1890,27,72,0.273,8,8,0
113964,Jay Faatz,BFB,faatzja01,FALSE,1,1890,1890,9,24,0.273,8,8,0
0,Jim Kennedy,BRG,kenneji99,FALSE,1,1890,1890,26,73,0.263,9,9,0
116953,King Kelly,BRS,kellyki01,TRUE,1,1890,1890,81,48,0.628,1,1,0
123921,John Ward,BWW,wardjo01,TRUE,1,1890,1890,76,56,0.576,2,2,1
112539,Charlie Comiskey,CHP,comisch01,TRUE,1,1890,1890,75,62,0.547,4,4,0
117505,Henry Larkin,CLI,larkihe01,FALSE,1,1890,1890,34,45,0.43,7,7,0
123170,Patsy Tebeau,CLI,tebeapa01,FALSE,1,1890,1890,21,30,0.412,7,7,1
492625,Al Buckenberger,CLS,buckeal99,FALSE,2,1889,1890,99,119,0.454,2,6,0
0,Pat Sullivan,CLS,sullipa99,FALSE,1,1890,1890,2,1,0.667,2,2,0
492689,Gus Schmelz,CLV,schmegu99,FALSE,1,1890,1890,21,55,0.276,7,7,0
118742,Bill McGunnigle,LAD,mcgunbi01,FALSE,3,1888,1890,267,139,0.658,1,2,0
115424,Ned Hanlon,PBB,hanlone01,TRUE,1,1890,1890,60,68,0.469,6,6,1
0,Bill Sharsig,PHA,sharsbi99,FALSE,4,1886,1890,232,205,0.531,3,8,0
120965,Al Reach,PHI,reachal01,FALSE,1,1890,1890,4,7,0.364,3,3,0
110160,Bob Allen,PHI,allenbo01,FALSE,1,1890,1890,25,10,0.714,3,3,0
112393,Jack Clements,PHI,clemeja01,FALSE,1,1890,1890,13,6,0.684,3,3,0
111672,Charlie Buffinton,PHQ,buffich01,FALSE,1,1890,1890,61,54,0.53,5,5,0
114275,Jim Fogarty,PHQ,fogarji01,FALSE,1,1890,1890,7,9,0.438,5,5,0
115688,Guy Hecker,PIT,heckegu01,FALSE,1,1890,1890,23,113,0.169,8,8,0
492681,Pat Powers,ROC,powerpa99,FALSE,1,1890,1890,63,63,0.5,5,5,0
111919,Count Campau,STL,campaco01,FALSE,1,1890,1890,27,14,0.659,3,3,0
121460,James Roseman,STL,rosemch01,FALSE,1,1890,1890,7,8,0.467,3,3,0
114714,Joe Gerhardt,STL,gerhajo01,FALSE,1,1890,1890,20,16,0.556,3,3,0
117009,John Kerins,STL,kerinjo01,FALSE,1,1890,1890,9,8,0.529,3,3,0
118554,Tommy McCarthy,STL,mccarto01,TRUE,1,1890,1890,15,12,0.556,3,3,0
0,George Frazier,SYS,frazege99,FALSE,1,1890,1890,51,65,0.44,6,6,0
492638,Wally Fessenden,SYS,fessewa99,FALSE,1,1890,1890,4,7,0.364,6,6,0
119424,Charlie Morton,TLM,mortoch01,FALSE,1,1890,1890,68,64,0.515,4,4,0
492647,Jim Hart,ATL,hartji99,FALSE,1,1889,1889,83,45,0.648,2,2,0
492689,Gus Schmelz,CIN,schmegu99,FALSE,3,1887,1889,237,171,0.581,2,4,0
117866,Tom Loftus,CLV,loftuto01,FALSE,2,1888,1889,91,110,0.453,6,6,0
492616,Frank Bancroft,IND,bancrfr99,FALSE,1,1889,1889,25,43,0.368,7,7,0
114846,Jack Glasscock,IND,glassja01,FALSE,1,1889,1889,34,32,0.515,7,7,0
123979,Bill Watkins,KCC,watkibi01,FALSE,2,1888,1889,63,99,0.389,7,8,0
124509,Chicken Wolf,LOU,wolfji01,FALSE,1,1889,1889,14,51,0.215,8,8,0
122052,Dan Shannon,LOU,shannda01,FALSE,1,1889,1889,10,46,0.179,8,8,1
113914,Dude Esterbrook,LOU,esterdu01,FALSE,1,1889,1889,2,8,0.2,8,8,0
113630,Fred Dunlap,PIT,dunlafr01,FALSE,1,1889,1889,7,10,0.412,5,5,0
492678,Horace Phillips,PIT,phillho99,FALSE,6,1884,1889,294,316,0.482,2,10,0
116406,Arthur Irwin,WNL,irwinar01,FALSE,1,1889,1889,28,45,0.384,8,8,0
119393,John Morrill,WNL,morrijo01,FALSE,1,1889,1889,13,38,0.255,8,8,0
119393,John Morrill,ATL,morrijo01,FALSE,7,1882,1888,335,296,0.531,1,5,0
492701,Jimmy Williams,CLV,williji99,FALSE,2,1887,1888,59,136,0.303,6,8,0
123979,Bill Watkins,DTN,watkibi01,FALSE,4,1885,1888,249,161,0.607,1,6,0
492658,Bob Leadley,DTN,leadlbo99,FALSE,1,1888,1888,19,19,0.5,5,5,0
0,Harry Spence,IND,spencha99,FALSE,1,1888,1888,50,85,0.37,7,7,0
121502,Dave Rowe,KCC,roweda01,FALSE,1,1888,1888,14,36,0.28,8,8,0
110570,Sam Barkley,KCC,barklsa01,FALSE,1,1888,1888,21,36,0.368,8,8,0
117009,John Kerins,LOU,kerinjo01,FALSE,1,1888,1888,3,4,0.429,7,7,0
116949,Kick Kelly,LOU,kellyki02,FALSE,2,1887,1888,86,89,0.491,4,7,0
0,Mordecai Davidson,LOU,davidmo99,FALSE,1,1888,1888,35,54,0.393,7,7,0
122970,Ted Sullivan,WNL,sullite01,FALSE,1,1888,1888,38,57,0.4,8,8,0
0,Walter Hewett,WNL,hewetwa99,FALSE,1,1888,1888,10,29,0.256,8,8,0
116953,King Kelly,ATL,kellyki01,TRUE,1,1887,1887,49,43,0.533,5,5,0
0,Fred Thomas,IND,thomafr99,FALSE,1,1887,1887,11,18,0.379,8,8,0
492639,Horace Fogel,IND,fogelho99,FALSE,1,1887,1887,20,49,0.29,8,8,0
492626,Watch Burnham,IND,burnhwa99,FALSE,1,1887,1887,6,22,0.214,8,8,0
0,Charlie Byrne,LAD,byrnech99,FALSE,3,1885,1887,174,172,0.503,3,6,0
114069,Bob Ferguson,NYP,fergubo01,FALSE,2,1886,1887,54,94,0.365,7,7,0
120063,Dave Orr,NYP,orrda01,FALSE,1,1887,1887,3,5,0.375,7,7,0
492631,Ollie Caylor,NYP,cayloop99,FALSE,1,1887,1887,35,60,0.368,7,7,0
118396,Charlie Mason,PHA,masonch01,FALSE,1,1887,1887,38,40,0.487,5,5,0
492616,Frank Bancroft,PHA,bancrfr99,FALSE,1,1887,1887,26,29,0.473,5,5,0
492642,John Gaffney,WNL,gaffnjo99,FALSE,2,1886,1887,61,101,0.377,7,8,0
492631,Ollie Caylor,CIN,cayloop99,FALSE,2,1885,1886,128,122,0.512,2,5,0
121502,Dave Rowe,KCN,roweda01,FALSE,1,1886,1886,30,91,0.248,7,7,0
492647,Jim Hart,LOU,hartji99,FALSE,2,1885,1886,119,129,0.48,4,6,0
492644,Jim Gifford,NYP,giffoji99,FALSE,2,1885,1886,49,76,0.392,7,7,0
492693,Lew Simmons,PHA,simmole99,FALSE,1,1886,1886,41,55,0.427,6,6,0
492689,Gus Schmelz,SLM,schmegu99,FALSE,1,1886,1886,43,79,0.352,6,6,0
0,Mike Scanlon,WNL,scanlmi99,FALSE,1,1886,1886,13,67,0.163,8,8,0
112200,Jack Chapman,BUF,chapmja01,FALSE,1,1885,1885,31,57,0.352,7,7,0
114552,Pud Galvin,BUF,galvipu01,TRUE,1,1885,1885,7,17,0.292,7,7,0
119424,Charlie Morton,DTN,mortoch01,FALSE,1,1885,1885,7,31,0.184,6,6,0
0,Charlie Hackett,LAD,hackech99,FALSE,1,1885,1885,15,22,0.405,5,5,0
122845,Harry Stovey,PHA,stoveha01,FALSE,1,1885,1885,55,57,0.491,4,4,0
492616,Frank Bancroft,PRO,bancrfr99,FALSE,2,1884,1885,137,85,0.617,1,4,0
118784,Alex McKinnon,SLM,mckinal01,FALSE,1,1885,1885,6,32,0.158,8,8,0
113630,Fred Dunlap,SLM,dunlafr01,FALSE,2,1884,1885,96,56,0.632,1,8,0
0,Bill Henderson,BLU,hendebi99,FALSE,1,1884,1884,58,47,0.552,4,4,0
120054,Jim O'Rourke,BUF,o'rouji01,TRUE,4,1881,1884,206,169,0.549,3,5,0
492689,Gus Schmelz,CBK,schmegu99,FALSE,1,1884,1884,69,39,0.639,2,2,0
0,Charlie Hackett,CBL,hackech99,FALSE,1,1884,1884,35,77,0.313,7,7,0
122501,Pop Snyder,CIN,snydepo01,FALSE,3,1882,1884,140,76,0.648,1,5,0
124194,Will White,CIN,whitewi01,FALSE,1,1884,1884,44,27,0.62,5,5,0
119974,Dan O'Leary,COR,o'leada01,FALSE,1,1884,1884,20,15,0.571,3,3,0
112793,Sam Crane,COR,cranesa01,FALSE,1,1884,1884,49,21,0.7,3,3,0
112200,Jack Chapman,DTN,chapmja01,FALSE,2,1883,1884,68,142,0.324,7,8,0
124143,Harry Wheeler,KCU,wheelha01,FALSE,1,1884,1884,0,4,0,8,8,0
120682,Matthew Porter,KCU,portema01,FALSE,1,1884,1884,3,13,0.188,8,8,0
122970,Ted Sullivan,KCU,sullite01,FALSE,1,1884,1884,13,46,0.22,8,8,0
492695,George Taylor,LAD,tayloge99,FALSE,1,1884,1884,40,64,0.385,9,9,0
492698,Mike Walsh,LOU,walshmi99,FALSE,1,1884,1884,68,40,0.63,3,3,0
117866,Tom Loftus,MLU,loftuto01,FALSE,1,1884,1884,8,4,0.667,5,5,0
492669,Jim Mutrie,NYP,mutriji99,FALSE,2,1883,1884,129,74,0.635,1,4,0
117190,Lon Knight,PHA,knighlo01,FALSE,2,1883,1884,127,78,0.62,1,7,0
118211,Fergy Malone,PHK,malonfe01,FALSE,1,1884,1884,21,46,0.313,8,8,0
114069,Bob Ferguson,PIT,fergubo01,FALSE,1,1884,1884,11,31,0.262,10,10,0
0,Denny McKnight,PIT,mcknide99,FALSE,1,1884,1884,4,8,0.333,10,10,0
112809,George Creamer,PIT,creamge01,FALSE,1,1884,1884,0,8,0,10,10,0
110691,Joe Battin,PIT,battijo01,FALSE,2,1883,1884,8,18,0.308,7,10,0
492667,Felix Moses,RIC,mosesfe99,FALSE,1,1884,1884,12,30,0.286,10,10,0
564813,Jim Price,SFG,priceji99,FALSE,1,1884,1884,56,42,0.571,4,4,0
122970,Ted Sullivan,SLM,sullite01,FALSE,1,1884,1884,28,3,0.903,1,1,0
492701,Jimmy Williams,STL,williji99,FALSE,1,1884,1884,51,33,0.607,4,4,0
119424,Charlie Morton,TOL,mortoch01,FALSE,1,1884,1884,46,58,0.442,8,8,0
122244,Joe Simmons,WIL,simmojo01,FALSE,1,1884,1884,2,16,0.111,12,12,0
111703,Jack Burdock,ATL,burdoja01,FALSE,1,1883,1883,30,24,0.556,1,1,0
492678,Horace Phillips,CBK,phillho99,FALSE,1,1883,1883,32,65,0.33,6,6,0
