Category,Split,G,GS,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,ROE,BAbip,tOPS+,sOPS+
platparks,as RHB@SEA-T-Mobile Pk,4.0,,65.0,58.0,8,10.0,3.0,0.0,3.0,8.0,0.0,0.0,6.0,20.0,0.172,0.246,0.379,0.625,22.0,1.0,0.0,0.0,1.0,1.0,0.0,0.194,66.0,76.0
platparks,as LHB@SEA-T-Mobile Pk,4.0,,82.0,77.0,5,16.0,3.0,0.0,1.0,5.0,4.0,1.0,3.0,22.0,0.208,0.244,0.286,0.53,22.0,1.0,1.0,0.0,1.0,0.0,0.0,0.273,44.0,68.0
platparks,as RHB@TBR-TropicanaFld,71.0,,1226.0,1073.0,157,267.0,48.0,5.0,45.0,148.0,12.0,10.0,131.0,299.0,0.249,0.338,0.429,0.767,460.0,17.0,16.0,0.0,5.0,7.0,17.0,0.302,107.0,126.0
platparks,as LHB@TBR-TropicanaFld,71.0,,1402.0,1239.0,196,284.0,70.0,11.0,42.0,184.0,20.0,11.0,129.0,382.0,0.229,0.312,0.405,0.717,502.0,14.0,24.0,2.0,8.0,8.0,13.0,0.294,93.0,109.0
platparks,as RHB@TOR-Rogers Ctr,2.0,,26.0,25.0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.08,0.115,0.08,0.195,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.091,-45.0,-43.0
platparks,as LHB@TOR-Rogers Ctr,2.0,,38.0,37.0,3,6.0,1.0,0.0,3.0,3.0,1.0,0.0,0.0,12.0,0.162,0.184,0.432,0.617,16.0,0.0,1.0,0.0,0.0,0.0,0.0,0.136,59.0,83.0
platparks,as RHB@WSN-Natls Park,2.0,,38.0,35.0,6,10.0,1.0,0.0,3.0,6.0,1.0,0.0,2.0,8.0,0.286,0.316,0.571,0.887,20.0,0.0,0.0,0.0,1.0,0.0,0.0,0.28,133.0,128.0
platparks,as LHB@WSN-Natls Park,2.0,,39.0,36.0,3,8.0,2.0,0.0,1.0,3.0,2.0,0.0,3.0,8.0,0.222,0.282,0.361,0.643,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.259,73.0,70.0
platparks,as RHB@TEX-GlbLifeField,3.0,,53.0,48.0,4,12.0,2.0,0.0,2.0,4.0,0.0,0.0,5.0,14.0,0.25,0.321,0.417,0.737,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.313,99.0,111.0
platparks,as LHB@TEX-GlbLifeField,3.0,,59.0,56.0,10,13.0,1.0,0.0,1.0,10.0,1.0,0.0,3.0,16.0,0.232,0.271,0.304,0.575,17.0,1.0,0.0,0.0,0.0,0.0,1.0,0.308,56.0,61.0
platparks,as RHB@TOR-Sahlen Field,3.0,,57.0,52.0,3,6.0,2.0,0.0,2.0,3.0,0.0,1.0,4.0,15.0,0.115,0.175,0.269,0.445,14.0,0.0,0.0,0.0,1.0,0.0,1.0,0.111,18.0,7.0
platparks,as LHB@TOR-Sahlen Field,3.0,,50.0,45.0,6,12.0,8.0,0.0,0.0,6.0,0.0,0.0,4.0,13.0,0.267,0.34,0.444,0.784,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.375,111.0,134.0
platparks,as RHB@TOR-TD Ballpark,4.0,,95.0,86.0,11,20.0,6.0,1.0,2.0,11.0,3.0,2.0,9.0,18.0,0.233,0.305,0.395,0.701,34.0,2.0,0.0,0.0,0.0,1.0,2.0,0.273,88.0,69.0
platparks,as LHB@TOR-TD Ballpark,4.0,,88.0,69.0,21,16.0,6.0,0.0,5.0,20.0,2.0,0.0,16.0,27.0,0.232,0.391,0.536,0.927,37.0,0.0,2.0,1.0,0.0,4.0,0.0,0.297,149.0,157.0
